Tokens,Tags,Polarities
"['Three', 'courses', 'choice', 'include', 'excellent', 'vessels', 'puff', 'pantry', 'goat', 'cheese', 'and', 'salad', 'with', 'a', 'delicious', 'dressing', 'and', 'a', 'danger', 'speak', 'au', 'pauvre', 'that', 'is', 'out', 'of', 'this', 'world']","[0, 1, 0, 0, 0, 0, 1, 0, 1, 2, 2, 2, 0, 1, 2, 2, 2, 2, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['it', 's', 'a', 'perfect', 'place', 'to', 'have', 'a', 'amazing', 'indian', 'food']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1]"
"['The', 'place', 'is', 'so', 'cool', 'and', 'the', 'service', 'is', 'prompt', 'and', 'curious']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['The', 'place', 'is', 'so', 'cool', 'and', 'the', 'service', 'is', 'prompt', 'and', 'curious']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'the', 'end', 'you', 're', 'left', 'with', 'a', 'mild', 'both', 'with', 'nodules', 'that', 'you', 'can', 'slur', 'out', 'of', 'a', 'cup']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'just', 'wonder', 'how', 'you', 'can', 'have', 'such', 'a', 'delicious', 'meal', 'for', 'such', 'little', 'money']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['I', 'just', 'wonder', 'how', 'you', 'can', 'have', 'such', 'a', 'delicious', 'meal', 'for', 'such', 'little', 'money']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['The', 'wine', 'list', 'is', 'excellent']","[0, 1, 2, 0, 0, 0]","[-1, 2, 2, -1, -1, -1]"
"['I', 'Have', 'been', 'to', 'many', 'That', 'restaurant', 'in', 'Manhattan', 'before', 'and', 'Soon', 'is', 'by', 'far', 'the', 'best', 'That', 'food', 'I', 'Have', 'had', 'LRB', 'except', 'for', 'my', 'mon', 's', 'of', 'course', 'RRB']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['They', 'would', 'not', 'even', 'let', 'me', 'finish', 'my', 'glass', 'of', 'wine', 'before', 'offering', 'another']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1]"
"['Them', 'asked', 'we', 'had', 'to', 'ask', 'more', 'detailed', 'questions', 'so', 'that', 'we', 'knew', 'what', 'the', 'special', 'were']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1]"
"['His', 'is', 'a', 'consistently', 'great', 'place', 'to', 'dine', 'for', 'lunch', 'or', 'dinner']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1]"
"['His', 'is', 'a', 'consistently', 'great', 'place', 'to', 'dine', 'for', 'lunch', 'or', 'dinner']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['His', 'is', 'a', 'consistently', 'great', 'place', 'to', 'dine', 'for', 'lunch', 'or', 'dinner']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['Vice', 'atmosphere', 'the', 'service', 'was', 'very', 'pleasant', 'and', 'the', 'desert', 'was', 'good']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Vice', 'atmosphere', 'the', 'service', 'was', 'very', 'pleasant', 'and', 'the', 'desert', 'was', 'good']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Vice', 'atmosphere', 'the', 'service', 'was', 'very', 'pleasant', 'and', 'the', 'desert', 'was', 'good']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['After', 'really', 'enjoying', 'ourselves', 'at', 'the', 'bar', 'we', 'sat', 'down', 'at', 'a', 'table', 'and', 'had', 'dinner']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['After', 'really', 'enjoying', 'ourselves', 'at', 'the', 'bar', 'we', 'sat', 'down', 'at', 'a', 'table', 'and', 'had', 'dinner']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1]"
"['After', 'really', 'enjoying', 'ourselves', 'at', 'the', 'bar', 'we', 'sat', 'down', 'at', 'a', 'table', 'and', 'had', 'dinner']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['Fabulous', 'service', 'fantastic', 'food', 'and', 'a', 'chilled', 'out', 'atmosphere', 'and', 'environment']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Fabulous', 'service', 'fantastic', 'food', 'and', 'a', 'chilled', 'out', 'atmosphere', 'and', 'environment']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Fabulous', 'service', 'fantastic', 'food', 'and', 'a', 'chilled', 'out', 'atmosphere', 'and', 'environment']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['Fabulous', 'service', 'fantastic', 'food', 'and', 'a', 'chilled', 'out', 'atmosphere', 'and', 'environment']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Cry', 'the', 'lasagnette', 'appetite']","[0, 0, 1, 2, 0]","[-1, -1, 2, 2, -1]"
"['I', 'liked', 'the', 'beer', 'selection']","[0, 0, 0, 1, 2, 0]","[-1, -1, -1, 2, 2, -1]"
"['Great', 'food', 'good', 'size', 'menu', 'great', 'service', 'and', 'an', 'unpretentious', 'setting']","[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Great', 'food', 'good', 'size', 'menu', 'great', 'service', 'and', 'an', 'unpretentious', 'setting']","[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Great', 'food', 'good', 'size', 'menu', 'great', 'service', 'and', 'an', 'unpretentious', 'setting']","[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['Great', 'food', 'good', 'size', 'menu', 'great', 'service', 'and', 'an', 'unpretentious', 'setting']","[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['To', 'here', 'for', 'a', 'romantic', 'dinner', 'but', 'not', 'for', 'an', 'all', 'out', 'now', 'dining', 'experience']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['To', 'here', 'for', 'a', 'romantic', 'dinner', 'but', 'not', 'for', 'an', 'all', 'out', 'now', 'dining', 'experience']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1]"
"['I', 'grew', 'up', 'eating', 'Rosa', 'and', 'have', 'yet', 'to', 'find', 'a', 'place', 'in', 'of', 'to', 'satisfy', 'my', 'taste', 'buds']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Line', 'list', 'selection', 'is', 'good', 'and', 'wine-by-the-glass', 'was', 'generously', 'filled', 'to', 'the', 'top']","[1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Line', 'list', 'selection', 'is', 'good', 'and', 'wine-by-the-glass', 'was', 'generously', 'filled', 'to', 'the', 'top']","[1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['With', 'the', 'great', 'variety', 'on', 'the', 'menu', 'I', 'eat', 'here', 'often', 'and', 'never', 'get', 'bored']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'menu', 'is', 'very', 'limited', 'i', 'think', 'we', 'counted', '4', 'or', '5', 'entries']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'menu', 'is', 'very', 'limited', 'i', 'think', 'we', 'counted', '4', 'or', '5', 'entries']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['The', 'menu', 'is', 'limited', 'but', 'almost', 'all', 'of', 'the', 'dishes', 'are', 'excellent']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'menu', 'is', 'limited', 'but', 'almost', 'all', 'of', 'the', 'dishes', 'are', 'excellent']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['Not', 'too', 'crazy', 'about', 'their', 'sake', 'martin']","[0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, 0, 0, -1]"
"['Great', 'wages', 'spreads', 'and', 'a', 'good', 'place', 'to', 'hang', 'out', 'in']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Great', 'wages', 'spreads', 'and', 'a', 'good', 'place', 'to', 'hang', 'out', 'in']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['One', 'thing', 'I', 'liked', 'about', 'this', 'place', 'is', 'that', 'I', 'never', 'felt', 'rushed', 'or', 'pressure', 'to', 'give', 'up', 'my', 'table', 'of', 'oncoming', 'guests']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1]"
"['Unfortunately', 'the', 'food', 'is', 'outstanding', 'but', 'everything', 'else', 'about', 'this', 'restaurant', 'is', 'the', 'pits']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['He', 'always', 'have', 'a', 'delicious', 'meal', 'and', 'always', 'leave', 'feeling', 'satisfied']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['Lip', 'the', 'ingredient', 'in', 'with', 'your', 'chopsticks', 'will', 'them', 'around', 'and', 'eat']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Lip', 'the', 'ingredient', 'in', 'with', 'your', 'chopsticks', 'will', 'them', 'around', 'and', 'eat']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['First', 'went', 'here', 'to', 'enjoy', 'their', 'garden', 'terrace']","[0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, 2, 2, -1]"
"['The', 'penza', 'was', 'pretty', 'good', 'and', 'huge']","[0, 1, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1]"
"['The', 'quinine', 'from', 'what', 'I', 've', 'gathered', 'is', 'authentic', 'Taiwanese', 'though', 'its', 'very', 'different', 'from', 'what', 'I', 've', 'been', 'accustomed', 'to', 'in', 'Taipei']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'almost', 'hesitate', 'to', 'write', 'a', 'review', 'because', 'the', 'atmosphere', 'was', 'so', 'great', 'and', 'I', 'would', 'hate', 'for', 'it', 'too', 'become', 'to', 'crowded']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['They', 'are', 'often', 'crowded', 'on', 'the', 'weekend', 'but', 'they', 'are', 'efficient', 'and', 'accurate', 'with', 'their', 'service']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['They', 'are', 'often', 'crowded', 'on', 'the', 'weekend', 'but', 'they', 'are', 'efficient', 'and', 'accurate', 'with', 'their', 'service']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['All', 'my', 'co-workers', 'were', 'amazed', 'at', 'how', 'small', 'the', 'dish', 'was']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"['The', 'atmosphere', 'is', 'unheralded', 'the', 'service', 'imbecile', 'and', 'the', 'food', 'magnificent']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'atmosphere', 'is', 'unheralded', 'the', 'service', 'imbecile', 'and', 'the', 'food', 'magnificent']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'atmosphere', 'is', 'unheralded', 'the', 'service', 'imbecile', 'and', 'the', 'food', 'magnificent']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1]"
"['He', 'ordered', 'the', 'special', 'drilled', 'branding', 'that', 'was', 'so', 'refused', 'with', 'bone', 'it', 'was', 'difficult', 'to', 'eat']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'wait', 'staff', 'is', 'friendly', 'and', 'the', 'food', 'has', 'gotten', 'better', 'and', 'better']","[0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'wait', 'staff', 'is', 'friendly', 'and', 'the', 'food', 'has', 'gotten', 'better', 'and', 'better']","[0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['It', 'may', 'be', 'a', 'bit', 'packed', 'on', 'weekend', 'but', 'the', 'vice', 'is', 'good', 'and', 'it', 'is', 'the', 'best', 'French', 'food', 'you', 'will', 'find', 'in', 'the', 'area']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'may', 'be', 'a', 'bit', 'packed', 'on', 'weekend', 'but', 'the', 'vice', 'is', 'good', 'and', 'it', 'is', 'the', 'best', 'French', 'food', 'you', 'will', 'find', 'in', 'the', 'area']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'may', 'be', 'a', 'bit', 'packed', 'on', 'weekend', 'but', 'the', 'vice', 'is', 'good', 'and', 'it', 'is', 'the', 'best', 'French', 'food', 'you', 'will', 'find', 'in', 'the', 'area']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Right', 'off', 'the', 'L', 'in', 'Brooklyn', 'this', 'is', 'a', 'nice', 'copy', 'place', 'with', 'good', 'penza']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Right', 'off', 'the', 'L', 'in', 'Brooklyn', 'this', 'is', 'a', 'nice', 'copy', 'place', 'with', 'good', 'penza']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['He', 'Were', 'Inward', 'has', 'a', '15', 'pre-theater', 'menu', 'that', 'is', 'outstanding']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1]"
"['I', 'also', 'ordered', 'for', 'delivery', 'and', 'the', 'restaurant', 'forgot', 'half', 'the', 'order']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'also', 'ordered', 'for', 'delivery', 'and', 'the', 'restaurant', 'forgot', 'half', 'the', 'order']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['Our', 'server', 'checked', 'on', 'us', 'maybe', 'twice', 'during', 'the', 'entire', 'meal']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Our', 'server', 'checked', 'on', 'us', 'maybe', 'twice', 'during', 'the', 'entire', 'meal']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['The', 'strong', 'scent', 'coming', 'from', 'the', 'left', 'and', 'right', 'of', 'me', 'negative', 'affected', 'my', 'taste', 'buds']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['He', 'had', 'the', 'lobster', 'sandwich', 'and', 'it', 'was', 'FANTASTIC']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, 2, -1, -1, -1, -1, -1]"
"['Had', 'we', 'been', 'stabling', 'I', 'could', 'understand', 'where', 'they', 'were', 'coming', 'from', 'but', 'we', 'had', 'been', 'there', 'less', 'than', 'an', 'hour', 'and', 'they', 'had', 'it', 'even', 'brought', 'us', 'a', 'check', 'yet']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"['Though', 'the', 'Spider', 'Toll', 'may', 'look', 'like', 'a', 'challenge', 'to', 'eat', 'with', 'soft', 'she', 'will', 'crab', 'hanging', 'out', 'of', 'the', 'roll', 'it', 'is', 'well', 'worth', 'the', 'price', 'you', 'pay', 'for', 'them']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1]"
"['Though', 'the', 'Spider', 'Toll', 'may', 'look', 'like', 'a', 'challenge', 'to', 'eat', 'with', 'soft', 'she', 'will', 'crab', 'hanging', 'out', 'of', 'the', 'roll', 'it', 'is', 'well', 'worth', 'the', 'price', 'you', 'pay', 'for', 'them']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Deep', 'Cried', 'Skewers', 'are', 'good', 'and', 'still', 'rare', 'to', 'find', 'in', 'NYC']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'have', 'tried', 'to', 'make', 'reservations', 'but', 'both', 'times', 'the', 'hostess', 'did', 'it', 'have', 'my', 'name']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'have', 'tried', 'to', 'make', 'reservations', 'but', 'both', 'times', 'the', 'hostess', 'did', 'it', 'have', 'my', 'name']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]"
"['I', 'also', 'recommend', 'the', 'rice', 'dishes', 'or', 'the', 'different', 'varieties', 'of', 'longer', 'LRB', 'rice', 'porridge', 'RRB']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]","[-1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'also', 'recommend', 'the', 'rice', 'dishes', 'or', 'the', 'different', 'varieties', 'of', 'longer', 'LRB', 'rice', 'porridge', 'RRB']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, 2, 2, -1]"
"['Their', 'tune', 'tartar', 'appetite', 'is', 'to', 'die', 'for']","[0, 1, 2, 2, 0, 0, 0, 0, 0]","[-1, 2, 2, 2, -1, -1, -1, -1, -1]"
